TIME;Battery_Volt_L;Battery_Current_L;RPM_L;Motor_Temp_L;ESC_Temp_Main_L;LHM_Fx;LHM_Mz;LHM_VIBO1x;LHM_VIBO1y;Test_ID;Note_Text
12:39,7;49,7871;4,1133;1799;32,988;31,555;3,25555;0,142846;0,023137;0,018252;1;run_1
12:39,7;49,7761;4,2695;1799;32,992;31,558;3,29341;0,146492;-0,002568;-0,001552;1;run_1
12:39,7;49,7888;4,1993;1796;32,997;31,562;3,29027;0,139018;-0,011508;-0,009578;1;run_1
12:39,7;49,7760;4,2161;1798;33,001;31,565;3,32965;0,141523;0,010311;0,009163;1;run_1
12:39,8;49,7642;4,1669;1802;33,006;31,568;3,29509;0,136057;-0,022053;-0,019589;1;run_1
12:39,8;49,7811;4,2438;1796;33,010;31,571;3,28457;0,136546;0,002127;0,003014;1;run_1
12:39,8;49,8088;4,0992;1798;33,015;31,574;3,38072;0,148190;-0,014382;-0,010957;1;run_1
12:39,8;49,7839;4,2007;1802;33,019;31,578;3,32506;0,138862;-0,018199;-0,016405;1;run_1
12:39,8;49,7991;4,1632;1800;33,023;31,581;3,36053;0,136310;-0,021857;-0,019759;1;run_1
12:39,8;49,7869;4,1253;1796;33,028;31,584;3,39747;0,141453;-0,022374;-0,018309;1;run_1
12:39,8;49,7832;4,2081;1800;33,032;31,587;3,34834;0,137096;0,016445;0,013270;1;run_1
12:39,8;49,7641;4,2216;1799;33,037;31,590;3,37906;0,135999;0,000588;-0,001576;1;run_1
12:39,8;49,8047;4,0891;1800;33,041;31,593;3,34769;0,150581;-0,017256;-0,013979;1;run_1
12:39,8;49,7836;4,2556;1795;33,045;31,596;3,35224;0,141742;-0,020589;-0,016486;1;run_1
12:39,9;49,7969;4,1287;1798;33,049;31,599;3,32852;0,142258;0,022105;0,018529;1;run_1
12:39,9;49,7626;4,1840;1800;33,054;31,602;3,37112;0,146842;-0,022188;-0,018589;1;run_1
12:39,9;49,7589;4,2941;1801;33,058;31,606;3,34203;0,138644;0,021008;0,018202;1;run_1
12:39,9;49,7595;4,3100;1801;33,063;31,609;3,27688;0,146957;0,004450;0,002033;1;run_1
12:39,9;49,7969;4,1266;1800;33,067;31,612;3,30284;0,147288;-0,018269;-0,016229;1;run_1
12:39,9;49,7695;4,2291;1798;33,071;31,615;3,25546;0,138348;-0,016635;-0,013149;1;run_1
12:39,9;49,7939;4,1899;1802;33,076;31,618;3,32442;0,139733;0,005006;0,004313;1;run_1
12:39,9;49,7856;4,2172;1803;33,080;31,621;3,32525;0,149499;-0,014185;-0,012506;1;run_1
12:39,9;49,7791;4,1538;1799;33,084;31,624;3,23239;0,151375;-0,020917;-0,017550;1;run_1
12:39,9;49,7950;4,1396;1797;33,089;31,627;3,31730;0,140672;-0,013353;-0,012353;1;run_1
12:40,0;49,7947;4,2545;1795;33,093;31,631;3,28885;0,139652;0,008343;0,006292;1;run_1
12:40,0;49,7745;4,3537;1801;33,098;31,634;3,37336;0,142147;-0,015673;-0,013146;1;run_1
12:40,0;49,7976;4,1345;1798;33,102;31,637;3,29517;0,144822;-0,014187;-0,012046;1;run_1
12:40,0;49,7808;4,1117;1797;33,106;31,640;3,37820;0,136717;0,018534;0,016246;1;run_1
12:40,0;49,7867;4,1947;1804;33,110;31,643;3,33409;0,145812;0,004275;0,002581;1;run_1
12:40,0;49,8145;4,2727;1801;33,115;31,646;3,23984;0,144742;0,008303;0,009227;1;run_1
12:40,0;49,7708;4,3091;1804;33,119;31,649;3,34989;0,143369;-0,020344;-0,017775;1;run_1
12:40,0;49,7774;4,1471;1801;33,123;31,652;3,33065;0,143166;-0,019272;-0,014795;1;run_1
12:40,0;49,7861;4,1345;1799;33,127;31,655;3,35065;0,142020;-0,019008;-0,017492;1;run_1
12:40,0;49,7763;4,1945;1800;33,131;31,658;3,33638;0,150186;0,020238;0,013933;1;run_1
12:40,1;49,8006;4,1368;1800;33,136;31,661;3,18566;0,148156;-0,004064;-0,003711;1;run_1
12:40,1;49,7847;4,2281;1801;33,140;31,664;3,29275;0,140566;-0,009887;-0,009876;1;run_1
12:40,1;49,7882;4,2278;1795;33,144;31,667;3,31247;0,133240;-0,018660;-0,014877;1;run_1
12:40,1;49,7774;4,2510;1802;33,148;31,670;3,27059;0,143265;-0,008028;-0,006334;1;run_1
12:40,1;49,8006;4,1948;1800;33,153;31,673;3,30565;0,139991;-0,018530;-0,015123;1;run_1
12:40,1;49,7833;4,2642;1804;33,157;31,676;3,28611;0,137742;0,018078;0,016900;1;run_1
12:40,1;49,7813;4,2335;1797;33,161;31,679;3,23970;0,142610;0,003360;0,003057;1;run_1
12:40,1;49,7835;4,1655;1794;33,165;31,682;3,30740;0,144021;0,006200;0,005303;1;run_1
12:40,1;49,7892;4,2363;1802;33,170;31,685;3,38693;0,140325;0,013793;0,011418;1;run_1
12:40,1;49,7948;4,1876;1795;33,174;31,688;3,22921;0,139240;-0,019805;-0,018040;1;run_1
12:40,2;49,7834;4,3416;1799;33,178;31,691;3,22517;0,140745;0,005889;0,005668;1;run_1
12:40,2;49,7957;4,0997;1800;33,182;31,694;3,19000;0,145669;-0,018844;-0,014450;1;run_1
12:40,2;49,7931;4,1281;1803;33,186;31,697;3,29626;0,149729;0,012377;0,008433;1;run_1
12:40,2;49,7664;4,1673;1799;33,190;31,700;3,31652;0,142988;0,020430;0,018627;1;run_1
12:40,2;49,7809;4,1365;1800;33,194;31,702;3,36397;0,145151;-0,022886;-0,020038;1;run_1
12:40,2;49,7872;4,1547;1798;33,198;31,705;3,27359;0,148441;-0,021997;-0,017913;1;run_1
12:40,2;49,7747;4,2595;1800;33,202;31,708;3,32390;0,142796;0,020856;0,018841;1;run_1
12:40,2;49,7819;4,2751;1799;33,207;31,711;3,24073;0,145260;-0,002674;-0,003062;1;run_1
12:40,2;49,7660;4,2962;1800;33,211;31,714;3,37557;0,146497;-0,016287;-0,012010;1;run_1
12:40,2;49,7716;4,2746;1801;33,215;31,717;3,35566;0,143269;0,023571;0,020776;1;run_1
12:40,3;49,7878;4,1242;1794;33,219;31,720;3,28712;0,139602;-0,007901;-0,008664;1;run_1
12:40,3;49,7771;4,2331;1797;33,223;31,723;3,25426;0,140951;0,003577;0,002556;1;run_1
12:40,3;49,7822;4,2268;1802;33,227;31,726;3,38667;0,145735;0,023029;0,017137;1;run_1
12:40,3;49,7834;4,2693;1801;33,232;31,729;3,33653;0,146383;0,003761;0,005349;1;run_1
12:40,3;49,7721;4,1790;1800;33,236;31,732;3,34713;0,144367;-0,022019;-0,017155;1;run_1
12:40,3;49,7919;4,2379;1796;33,240;31,735;3,25962;0,144569;-0,013713;-0,012377;1;run_1
12:40,3;49,7862;4,1095;1797;33,244;31,737;3,28143;0,140224;0,008495;0,006521;1;run_1
12:40,3;49,7923;4,1427;1805;33,248;31,740;3,29513;0,138684;0,004066;0,004531;1;run_1
12:40,3;49,8064;4,1236;1802;33,251;31,743;3,38246;0,135177;0,005933;0,004495;1;run_1
12:40,3;49,7817;4,1695;1796;33,255;31,745;3,39796;0,137603;-0,020610;-0,015631;1;run_1
12:40,4;49,7853;4,1296;1802;33,259;31,748;3,30415;0,132103;-0,021779;-0,020898;1;run_1
12:40,4;49,7872;4,0940;1802;33,263;31,751;3,26861;0,143711;-0,006152;-0,005726;1;run_1
12:40,4;49,7881;4,1193;1798;33,267;31,753;3,28595;0,148691;-0,010769;-0,009251;1;run_1
12:40,4;49,7825;4,2274;1800;33,271;31,756;3,22845;0,139812;0,014827;0,011572;1;run_1
12:40,4;49,7806;4,2306;1799;33,275;31,759;3,29380;0,138013;-0,012981;-0,011655;1;run_1
12:40,4;49,7878;4,1464;1804;33,279;31,762;3,32671;0,138667;0,013260;0,012545;1;run_1
12:40,4;49,7604;4,2620;1801;33,283;31,765;3,27304;0,140475;0,009067;0,007654;1;run_1
12:40,4;49,7802;4,2004;1801;33,287;31,767;3,33428;0,148488;-0,023116;-0,021615;1;run_1
12:40,4;49,8043;4,1972;1802;33,291;31,770;3,33672;0,145411;0,008874;0,008630;1;run_1
12:40,4;49,8035;4,2056;1802;33,295;31,773;3,38635;0,144131;0,012536;0,011379;1;run_1
12:40,5;49,7711;4,2308;1800;33,299;31,776;3,29075;0,138752;0,005214;0,005862;1;run_1
12:40,5;49,7861;4,2447;1800;33,303;31,779;3,22860;0,139240;-0,020484;-0,014792;1;run_1
12:40,5;49,7868;4,1929;1799;33,307;31,781;3,31292;0,142689;0,006432;0,005811;1;run_1
12:40,5;49,7697;4,3169;1798;33,311;31,784;3,35502;0,147160;0,015908;0,013047;1;run_1
12:40,5;49,7543;4,3301;1798;33,315;31,787;3,32988;0,134491;-0,005531;-0,003671;1;run_1
12:40,5;49,8101;4,0073;1751;33,319;31,790;3,12185;0,139745;0,012942;0,010040;0;idle
12:40,5;49,7793;4,0572;1714;33,322;31,792;3,09863;0,125372;-0,022660;-0,019310;0;idle
12:40,5;49,8070;3,8101;1667;33,326;31,794;2,80712;0,118149;0,021159;0,018320;0;idle
12:40,5;49,8175;3,8009;1627;33,329;31,796;2,71958;0,118871;-0,005537;-0,003383;0;idle
12:40,5;49,8184;3,7482;1585;33,332;31,798;2,56365;0,116948;-0,002952;-0,002140;0;idle
12:40,6;49,8173;3,6014;1549;33,335;31,800;2,44519;0,104510;0,020416;0,017605;0;idle
12:40,6;49,8348;3,4743;1511;33,337;31,802;2,34388;0,102745;-0,010379;-0,008377;0;idle
12:40,6;49,8448;3,4063;1474;33,340;31,803;2,18982;0,099485;0,012820;0,013649;0;idle
12:40,6;49,8377;3,4424;1435;33,342;31,804;2,02477;0,094430;0,007921;0,006877;0;idle
12:40,6;49,8424;3,3684;1403;33,344;31,806;2,05368;0,080120;0,016088;0,014079;0;idle
12:40,6;49,8420;3,2551;1367;33,346;31,807;1,87105;0,083511;-0,002357;-0,003764;0;idle
12:40,6;49,8621;3,0752;1333;33,348;31,808;1,85221;0,086566;-0,013879;-0,013196;0;idle
12:40,6;49,8717;3,0487;1300;33,350;31,809;1,65699;0,079425;-0,011428;-0,011207;0;idle
12:40,6;49,8704;3,1194;1269;33,352;31,810;1,63772;0,063970;-0,018473;-0,016718;0;idle
12:40,6;49,8875;2,9809;1239;33,353;31,810;1,64836;0,064260;-0,016910;-0,012674;0;idle
12:40,7;49,8926;2,9645;1212;33,355;31,811;1,51329;0,058027;0,015021;0,013689;0;idle
12:40,7;49,8708;2,8701;1179;33,356;31,812;1,38028;0,058305;0,007500;0,005349;0;idle
12:40,7;49,8839;2,7670;1150;33,357;31,812;1,33768;0,057823;0,014885;0,012636;0;idle
12:40,7;49,8959;2,7409;1118;33,359;31,812;1,31802;0,058046;0,012847;0,010683;0;idle
12:40,7;49,8768;2,6884;1094;33,360;31,813;1,24231;0,054879;-0,011530;-0,008947;0;idle
12:40,7;49,8855;2,6791;1065;33,361;31,813;1,14946;0,051193;0,005683;0,003889;0;idle
12:40,7;49,9052;2,5463;1039;33,361;31,813;1,13499;0,048124;-0,007335;-0,005226;0;idle
12:40,7;49,8863;2,5448;1012;33,362;31,813;0,99027;0,048107;-0,009129;-0,007806;0;idle
12:40,7;49,9131;2,5783;986;33,363;31,813;0,96519;0,043014;0,011350;0,007327;0;idle
12:40,7;49,9144;2,5592;963;33,364;31,813;1,01178;0,036305;0,011817;0,010085;0;idle
12:40,8;49,9069;2,4873;936;33,364;31,813;0,89628;0,039282;0,001792;0,000802;0;idle
12:40,8;49,9289;2,4575;914;33,365;31,813;0,90660;0,025531;0,013299;0,012061;0;idle
12:40,8;49,9060;2,4751;895;33,365;31,813;0,77467;0,035340;0,001498;0,000270;0;idle
12:40,8;49,9253;2,2516;871;33,366;31,813;0,83393;0,025446;0,007691;0,006582;0;idle
12:40,8;49,9325;2,2671;850;33,366;31,812;0,75009;0,038297;0,009715;0,007735;0;idle
12:40,8;49,9242;2,3274;828;33,366;31,812;0,71238;0,036318;-0,005158;-0,005701;0;idle
12:40,8;49,9267;2,1612;811;33,366;31,811;0,57414;0,027413;0,010737;0,009762;0;idle
12:40,8;49,9279;2,3387;792;33,367;31,811;0,53211;0,038736;0,003616;0,000677;0;idle
12:40,8;49,9383;2,1528;771;33,367;31,810;0,60655;0,025559;0,010514;0,008069;0;idle
12:40,8;49,9544;2,1192;745;33,366;31,810;0,49558;0,020438;-0,010985;-0,009598;0;idle
12:40,9;49,9408;2,0664;730;33,366;31,809;0,51905;0,030065;0,011750;0,007510;0;idle
12:40,9;49,9279;2,0895;711;33,366;31,808;0,54279;0,013589;0,009458;0,008422;0;idle
12:40,9;49,9635;1,9997;694;33,366;31,808;0,53130;0,020093;-0,007634;-0,005955;0;idle
12:40,9;49,9561;2,0447;685;33,366;31,807;0,45982;0,019098;-0,011407;-0,008516;0;idle
12:40,9;49,9719;1,9920;664;33,365;31,806;0,37694;0,019166;-0,011701;-0,008559;0;idle
12:40,9;49,9779;1,8813;645;33,365;31,805;0,39556;0,017134;-0,008798;-0,009166;0;idle
12:40,9;49,9330;1,9679;630;33,365;31,804;0,39163;0,020158;0,011426;0,008098;0;idle
12:40,9;49,9832;1,8303;610;33,364;31,803;0,38077;0,016692;0,010675;0,010038;0;idle
12:40,9;49,9651;1,7659;601;33,363;31,802;0,35968;0,015463;0,006950;0,007760;0;idle
12:40,9;49,9833;1,8818;586;33,363;31,801;0,26867;0,018393;-0,001482;0,000851;0;idle
12:41,0;49,9549;1,8818;570;33,362;31,800;0,43756;0,017608;0,007450;0,006911;0;idle
12:41,0;49,9570;1,8909;556;33,362;31,799;0,34185;0,008506;-0,008172;-0,004456;0;idle
12:41,0;49,9810;1,7433;545;33,361;31,798;0,34997;0,002052;-0,012665;-0,011287;0;idle
12:41,0;49,9798;1,7549;526;33,360;31,797;0,24100;0,007056;-0,009224;-0,008002;0;idle
12:41,0;49,9770;1,6906;513;33,359;31,795;0,26831;0,012739;0,001794;0,001220;0;idle
12:41,0;49,9702;1,6613;502;33,359;31,794;0,25649;0,013563;0,004312;0,001504;0;idle
12:41,0;49,9653;1,5894;488;33,358;31,793;0,20823;0,009760;-0,006459;-0,006970;0;idle
12:41,0;49,9735;1,7589;479;33,357;31,792;0,19441;0,008245;0,002064;0,001279;0;idle
12:41,0;50,0023;1,6630;464;33,356;31,790;0,20401;0,007446;0,001583;0,000867;0;idle
12:41,0;49,9790;1,6828;453;33,355;31,789;0,22565;0,004881;0,007460;0,007929;0;idle
12:41,1;49,9757;1,5901;444;33,354;31,788;0,22079;0,018241;0,004417;0,003958;0;idle
12:41,1;49,9572;1,7032;430;33,353;31,786;0,17953;0,007787;0,000837;-0,001378;0;idle
12:41,1;49,9607;1,7614;422;33,352;31,785;0,23279;0,006758;0,008184;0,007419;0;idle
12:41,1;49,9897;1,6647;412;33,352;31,784;0,14768;0,008631;0,008087;0,007303;0;idle
12:41,1;49,9672;1,6185;405;33,351;31,783;0,16663;0,000042;-0,000626;-0,000565;0;idle
12:41,1;49,9814;1,6063;396;33,350;31,781;0,20018;0,008844;-0,003490;-0,001614;0;idle
12:41,1;49,9795;1,5940;387;33,349;31,780;0,19742;0,005889;-0,004608;-0,004293;0;idle
12:41,1;49,9705;1,5309;368;33,347;31,778;0,16494;0,000448;-0,006213;-0,004745;0;idle
12:41,1;49,9816;1,5898;362;33,346;31,777;0,14745;0,000000;0,000799;0,003054;0;idle
12:41,1;49,9974;1,5995;358;33,345;31,775;0,19166;0,007681;-0,006909;-0,003413;0;idle
12:41,2;49,9538;1,5464;348;33,344;31,774;0,04906;0,008015;0,000352;0,001612;0;idle
12:41,2;49,9889;1,5985;340;33,343;31,773;0,15381;0,000000;-0,006382;-0,004712;0;idle
12:41,2;50,0093;1,5679;325;33,342;31,771;0,10633;0,004543;0,006960;0,007276;0;idle
12:41,2;49,9920;1,5649;322;33,341;31,770;0,05980;0,010244;-0,003938;-0,003239;0;idle
12:41,2;49,9920;1,4729;311;33,340;31,768;0,13659;0,003826;-0,005773;-0,005164;0;idle
12:41,2;50,0117;1,5198;304;33,339;31,767;0,07845;0,007108;-0,001883;-0,002326;0;idle
12:41,2;49,9936;1,4498;298;33,338;31,765;0,06499;0,010772;0,004304;0,002901;0;idle
12:41,2;49,9904;1,5034;289;33,336;31,764;0,15898;0,001503;0,004634;0,004096;0;idle
12:41,2;49,9916;1,5179;284;33,335;31,762;0,06686;0,000000;-0,004326;-0,004661;0;idle
12:41,2;50,0088;1,4507;277;33,334;31,761;0,04438;0,002394;0,008234;0,006310;0;idle
12:41,3;49,9994;1,4119;269;33,333;31,759;0,14507;0,010082;0,007045;0,007693;0;idle
12:41,3;50,0006;1,5048;265;33,332;31,758;0,06479;0,000000;-0,004574;-0,004927;0;idle
12:41,3;50,0033;1,3943;257;33,330;31,756;0,04105;0,002218;-0,002531;-0,004301;0;idle
12:41,3;49,9795;1,4210;251;33,329;31,754;0,06952;0,003242;0,003591;0,003200;0;idle
12:41,3;49,9877;1,4193;248;33,328;31,753;0,00354;0,003462;0,001858;0,002232;0;idle
12:41,3;49,9936;1,4366;233;33,326;31,751;0,00000;0,006439;0,003609;0,001104;0;idle
12:41,3;50,0106;1,3874;233;33,325;31,749;0,04941;0,002694;0,001216;-0,000132;0;idle
12:41,3;49,9909;1,4597;228;33,324;31,748;0,04875;0,000000;-0,003207;-0,000837;0;idle
12:41,3;49,9912;1,2448;222;33,322;31,746;0,01661;0,001709;0,003721;0,004605;0;idle
12:41,3;49,9797;1,3936;213;33,321;31,744;0,00000;0,005514;0,004934;0,004643;0;idle
12:41,4;50,0141;1,3107;211;33,319;31,743;0,05635;0,009069;0,003472;0,001512;0;idle
12:41,4;49,9827;1,3747;204;33,318;31,741;0,10167;0,000000;0,002859;0,003234;0;idle
12:41,4;50,0054;1,2436;200;33,316;31,739;0,00000;0,004358;-0,002861;-0,003331;0;idle
12:41,4;49,9732;1,3655;193;33,315;31,737;0,04353;0,005147;0,003952;0,002476;0;idle
12:41,4;50,0178;1,2613;188;33,313;31,736;0,06224;0,005173;-0,005664;-0,004326;0;idle
12:41,4;50,0063;1,3848;184;33,312;31,734;0,02936;0,001025;0,005662;0,006513;0;idle
12:41,4;49,9947;1,2421;180;33,310;31,732;0,05017;0,000000;-0,005433;-0,006181;0;idle
12:41,4;50,0144;1,3078;178;33,309;31,730;0,00000;0,000000;-0,002090;-0,001705;0;idle
12:41,4;50,0008;1,3507;174;33,308;31,729;0,04607;0,001833;0,002503;0,003204;0;idle
12:41,4;50,0162;1,2804;164;33,306;31,727;0,02840;0,003414;-0,004534;-0,003070;0;idle
12:41,5;49,9911;1,2667;163;33,304;31,725;0,04028;0,003074;-0,004336;-0,003361;0;idle
12:41,5;49,9908;1,2184;157;33,303;31,723;0,05088;0,010340;0,005501;0,005495;0;idle
12:41,5;50,0065;1,3239;155;33,301;31,722;0,00000;0,000194;-0,000381;0,000361;0;idle
12:41,5;50,0058;1,2783;154;33,300;31,720;0,04200;0,007079;-0,002634;-0,003296;0;idle
12:41,5;49,9912;1,2756;146;33,298;31,718;0,07347;0,001004;-0,000167;-0,001434;0;idle
12:41,5;50,0128;1,3855;224;33,297;31,716;0,08649;0,004875;0,004925;0,004690;2;run_2
12:41,5;49,9723;1,4681;297;33,296;31,715;0,19409;0,000000;-0,005239;-0,004142;2;run_2
12:41,5;49,9842;1,5718;367;33,295;31,714;0,18987;0,006084;-0,005466;-0,004646;2;run_2
12:41,5;49,9885;1,6476;435;33,294;31,713;0,24092;0,007044;0,001381;0,001194;2;run_2
12:41,5;49,9853;1,7351;509;33,293;31,712;0,28527;0,014736;-0,009977;-0,010027;2;run_2
12:41,6;49,9717;1,7740;572;33,293;31,711;0,20335;0,011633;0,010058;0,007584;2;run_2
12:41,6;49,9542;1,8986;634;33,293;31,710;0,37095;0,019932;-0,004288;-0,005024;2;run_2
12:41,6;49,9450;2,0181;698;33,292;31,709;0,50580;0,022356;0,010196;0,008800;2;run_2
12:41,6;49,9441;2,1626;761;33,293;31,709;0,61787;0,024677;-0,007556;-0,004362;2;run_2
12:41,6;49,9106;2,2443;823;33,293;31,709;0,72049;0,022487;0,012883;0,013064;2;run_2
12:41,6;49,9144;2,2676;883;33,293;31,709;0,76583;0,032375;-0,001487;-0,000624;2;run_2
12:41,6;49,9079;2,3792;938;33,294;31,709;0,78858;0,029956;0,005404;0,005013;2;run_2
12:41,6;49,9104;2,5859;992;33,295;31,709;1,06067;0,047932;-0,014718;-0,013811;2;run_2
12:41,6;49,8944;2,6619;1049;33,296;31,709;1,11814;0,052703;-0,012371;-0,010872;2;run_2
12:41,6;49,8812;2,7153;1102;33,297;31,710;1,29521;0,053683;0,012205;0,008914;2;run_2
12:41,7;49,8855;2,8529;1154;33,298;31,711;1,38117;0,057078;-0,003971;-0,004009;2;run_2
12:41,7;49,8908;2,8516;1208;33,300;31,711;1,53522;0,071579;0,009540;0,007549;2;run_2
12:41,7;49,8910;2,9474;1250;33,301;31,712;1,54760;0,074053;0,014473;0,012415;2;run_2
12:41,7;49,8615;3,1556;1306;33,303;31,714;1,79163;0,077773;0,016106;0,013816;2;run_2
12:41,7;49,8653;3,2261;1344;33,305;31,715;1,80093;0,083211;0,002997;0,002216;2;run_2
12:41,7;49,8552;3,2529;1392;33,308;31,716;2,03935;0,078701;0,005347;0,004453;2;run_2
12:41,7;49,8416;3,4148;1440;33,310;31,718;2,08166;0,087206;0,001238;0,001908;2;run_2
12:41,7;49,8332;3,5122;1484;33,313;31,720;2,32328;0,092846;-0,002417;-0,000970;2;run_2
12:41,7;49,8564;3,5749;1526;33,315;31,722;2,41260;0,105451;-0,014093;-0,012753;2;run_2
12:41,7;49,8342;3,6821;1565;33,318;31,724;2,49147;0,104231;-0,013379;-0,013065;2;run_2
12:41,8;49,8343;3,8259;1607;33,322;31,726;2,59640;0,110861;0,013751;0,011056;2;run_2
12:41,8;49,8016;3,9637;1644;33,325;31,728;2,78178;0,120934;-0,008393;-0,008888;2;run_2
12:41,8;49,7841;3,9544;1683;33,329;31,731;2,94455;0,127158;-0,009784;-0,008381;2;run_2
12:41,8;49,8153;4,0087;1722;33,332;31,733;3,03845;0,133030;-0,009581;-0,009121;2;run_2
12:41,8;49,8023;4,1116;1758;33,336;31,736;3,21113;0,137595;-0,004970;-0,003935;2;run_2
12:41,8;49,7997;4,1188;1791;33,340;31,739;3,20042;0,138452;-0,015823;-0,013955;2;run_2
12:41,8;49,7824;4,2843;1828;33,344;31,742;3,49806;0,143521;-0,022957;-0,020351;2;run_2
12:41,8;49,7836;4,2971;1861;33,348;31,745;3,50035;0,155234;0,006491;0,005415;2;run_2
12:41,8;49,7963;4,3965;1897;33,352;31,748;3,64452;0,159995;-0,025427;-0,020806;2;run_2
12:41,8;49,7582;4,4317;1925;33,356;31,751;3,87930;0,161778;-0,004843;-0,005407;2;run_2
12:41,9;49,7581;4,7171;1961;33,361;31,755;3,88332;0,171969;0,025775;0,020910;2;run_2
12:41,9;49,7400;4,7335;1988;33,366;31,758;3,96837;0,173417;-0,020214;-0,018199;2;run_2
12:41,9;49,7473;4,7015;2021;33,371;31,762;4,20909;0,175215;0,024451;0,020529;2;run_2
12:41,9;49,7206;4,8406;2048;33,376;31,766;4,28278;0,182125;-0,017803;-0,018425;2;run_2
12:41,9;49,7185;4,9538;2081;33,381;31,770;4,46913;0,189699;0,019738;0,015380;2;run_2
12:41,9;49,7219;5,0601;2103;33,386;31,774;4,52048;0,190101;0,019215;0,016649;2;run_2
12:41,9;49,7265;5,0009;2130;33,392;31,778;4,65128;0,197877;0,008913;0,006972;2;run_2
12:41,9;49,7190;5,0790;2157;33,397;31,782;4,77127;0,204573;-0,024720;-0,021299;2;run_2
12:41,9;49,6885;5,2123;2186;33,403;31,786;4,89383;0,209698;-0,022833;-0,021136;2;run_2
12:41,9;49,6944;5,2312;2211;33,408;31,791;4,94304;0,217522;0,016921;0,016544;2;run_2
12:42,0;49,7025;5,2159;2229;33,414;31,795;5,05632;0,219956;-0,026758;-0,020804;2;run_2
12:42,0;49,7209;5,4438;2254;33,420;31,800;5,07336;0,224635;0,024151;0,022536;2;run_2
12:42,0;49,6889;5,4871;2279;33,426;31,804;5,30229;0,225698;-0,028674;-0,023767;2;run_2
12:42,0;49,6858;5,5321;2302;33,432;31,809;5,49173;0,238494;-0,003598;-0,005158;2;run_2
12:42,0;49,6798;5,5379;2324;33,439;31,814;5,54216;0,225242;0,027176;0,022250;2;run_2
12:42,0;49,6638;5,6605;2348;33,445;31,819;5,63973;0,247937;0,006984;0,006200;2;run_2
12:42,0;49,6680;5,7125;2366;33,452;31,824;5,76492;0,239031;0,020135;0,015707;2;run_2
12:42,0;49,6906;5,6098;2386;33,458;31,829;5,76727;0,255854;0,011518;0,010310;2;run_2
12:42,0;49,6592;5,7591;2407;33,465;31,834;5,94636;0,258091;0,015233;0,013003;2;run_2
12:42,0;49,6654;5,8484;2429;33,471;31,839;6,01464;0,262277;0,024938;0,022873;2;run_2
12:42,1;49,6528;5,8311;2445;33,478;31,844;6,06234;0,267979;-0,022124;-0,018331;2;run_2
12:42,1;49,6374;5,9791;2463;33,485;31,850;6,23429;0,273122;0,020493;0,018983;2;run_2
12:42,1;49,6421;5,9618;2480;33,492;31,855;6,30708;0,273778;-0,014463;-0,011342;2;run_2
12:42,1;49,6342;6,1358;2503;33,499;31,861;6,33800;0,282402;0,028006;0,026023;2;run_2
12:42,1;49,6507;6,0820;2518;33,506;31,866;6,43300;0,277835;-0,003825;-0,004885;2;run_2
12:42,1;49,6627;6,0598;2536;33,513;31,872;6,56833;0,278514;0,032616;0,025791;2;run_2
12:42,1;49,6478;6,1719;2551;33,521;31,877;6,64663;0,282450;-0,002597;-0,002243;2;run_2
12:42,1;49,6163;6,1843;2572;33,528;31,883;6,74392;0,292538;-0,022876;-0,019592;2;run_2
12:42,1;49,6517;6,2665;2587;33,535;31,889;6,79805;0,293598;0,002061;0,000910;2;run_2
12:42,1;49,6306;6,2857;2595;33,543;31,895;6,87196;0,293815;0,006210;0,003942;2;run_2
12:42,2;49,6258;6,4143;2619;33,550;31,901;6,96862;0,297140;-0,022944;-0,018850;2;run_2
12:42,2;49,6312;6,4875;2632;33,558;31,907;7,05525;0,295893;0,001368;0,000754;2;run_2
12:42,2;49,6252;6,4782;2640;33,566;31,913;7,11131;0,310443;-0,006703;-0,007232;2;run_2
12:42,2;49,6249;6,5218;2653;33,574;31,919;7,13488;0,302791;-0,020172;-0,017399;2;run_2
12:42,2;49,6081;6,5399;2669;33,582;31,925;7,19908;0,318386;0,007731;0,007350;2;run_2
12:42,2;49,5961;6,5746;2685;33,590;31,931;7,36439;0,315562;-0,020984;-0,018699;2;run_2
12:42,2;49,6114;6,5297;2700;33,597;31,937;7,44909;0,311148;-0,006793;-0,006087;2;run_2
12:42,2;49,6155;6,6147;2707;33,605;31,944;7,52477;0,320043;0,031925;0,026205;2;run_2
12:42,2;49,5988;6,6111;2719;33,613;31,950;7,52701;0,325627;0,027507;0,023752;2;run_2
12:42,2;49,6039;6,7692;2732;33,621;31,956;7,61102;0,335994;0,007087;0,004624;2;run_2
12:42,3;49,6059;6,6876;2745;33,630;31,962;7,67032;0,331508;-0,013316;-0,011910;2;run_2
12:42,3;49,5846;6,8080;2754;33,638;31,969;7,67500;0,329877;0,030132;0,025708;2;run_2
12:42,3;49,6217;6,7120;2763;33,646;31,975;7,68812;0,335810;-0,027383;-0,024160;2;run_2
12:42,3;49,5522;6,9709;2773;33,654;31,982;7,87196;0,341546;-0,019335;-0,016396;2;run_2
12:42,3;49,5933;6,8025;2784;33,663;31,988;7,93375;0,336432;0,011789;0,010288;2;run_2
12:42,3;49,5858;6,9363;2802;33,671;31,995;7,93494;0,353156;0,029054;0,023989;2;run_2
