TIME,Run_ID,command_pct,rpm,thrust_n,torque_nm,vibration_g
not-recorded,2,75,3664.21,13.8811,0.61235,0.028331
not-recorded,2,75,3663.73,13.8530,0.60161,0.024817
not-recorded,2,75,3667.35,13.8951,0.60903,-0.017868
not-recorded,2,75,3666.93,13.8469,0.60622,-0.024713
not-recorded,2,75,3672.75,13.9620,0.60776,-0.041861
not-recorded,2,75,3673.19,13.8483,0.60936,-0.032664
not-recorded,2,75,3677.35,13.9468,0.61024,0.020545
not-recorded,2,75,3675.34,13.8789,0.60761,0.007863
not-recorded,2,75,3678.93,13.9281,0.60412,0.044646
not-recorded,2,75,3675.90,13.9132,0.61141,0.029947
not-recorded,2,75,3677.72,13.9095,0.61154,0.048247
not-recorded,2,75,3686.28,13.9463,0.61566,-0.016302
not-recorded,2,75,3679.51,13.9901,0.60409,0.044218
not-recorded,2,75,3685.18,13.9759,0.60855,-0.019294
not-recorded,2,75,3688.29,14.0127,0.61994,-0.046534
not-recorded,2,75,3686.36,14.0225,0.60837,-0.043315
not-recorded,2,75,3688.41,13.9930,0.60831,-0.045948
not-recorded,2,75,3690.04,13.9969,0.61168,-0.035341
not-recorded,2,75,3690.54,14.0182,0.61843,-0.020309
not-recorded,2,75,3692.66,14.0315,0.61383,0.010245
not-recorded,2,75,3692.51,13.9942,0.61468,0.017295
not-recorded,2,75,3697.69,14.1308,0.61986,0.046951
not-recorded,2,75,3693.81,14.0945,0.61981,0.043093
not-recorded,2,75,3692.23,14.0249,0.61532,0.039916
not-recorded,2,75,3704.15,14.1502,0.61596,-0.035892
not-recorded,2,75,3699.71,14.1268,0.61047,0.005402
not-recorded,2,75,3700.84,14.1560,0.61647,-0.018826
not-recorded,2,75,3703.61,14.1164,0.61064,-0.046644
not-recorded,2,75,3706.67,14.1100,0.62078,-0.041094
not-recorded,2,75,3704.95,14.0696,0.61135,-0.043673
not-recorded,2,75,3708.11,14.1729,0.61431,-0.012746
not-recorded,2,75,3706.61,14.0944,0.62009,-0.020826
not-recorded,2,75,3708.50,14.1780,0.62349,0.009481
not-recorded,2,75,3716.62,14.2447,0.62200,0.036380
not-recorded,2,75,3713.87,14.2771,0.62042,0.047939
not-recorded,2,75,3710.90,14.1722,0.61990,0.048164
not-recorded,2,75,3718.71,14.1887,0.62273,-0.012706
not-recorded,2,75,3715.19,14.1754,0.62055,0.018284
not-recorded,2,75,3720.57,14.2544,0.62841,-0.043226
not-recorded,2,75,3716.81,14.2088,0.61716,-0.018639
not-recorded,2,75,3719.89,14.2746,0.62125,-0.045767
not-recorded,2,75,3723.73,14.2457,0.62376,-0.034402
not-recorded,2,75,3724.67,14.2794,0.62744,-0.016182
not-recorded,2,75,3721.24,14.2645,0.62634,-0.039131
not-recorded,2,75,3726.53,14.2468,0.62697,0.024117
not-recorded,2,75,3727.21,14.2918,0.63045,0.035746
not-recorded,2,75,3728.32,14.3465,0.62377,0.047768
not-recorded,2,75,3733.46,14.3375,0.62412,0.019315
not-recorded,2,75,3734.28,14.3619,0.62779,0.000385
not-recorded,2,75,3733.20,14.3984,0.63009,0.003029
not-recorded,2,75,3734.87,14.3657,0.62809,-0.025896
not-recorded,2,75,3735.47,14.3499,0.62564,-0.037708
not-recorded,2,75,3738.63,14.3245,0.62649,-0.049899
not-recorded,2,75,3736.34,14.4157,0.62680,-0.047865
not-recorded,2,75,3738.66,14.3819,0.63153,-0.039185
not-recorded,2,75,3737.39,14.3978,0.63142,-0.042534
not-recorded,2,75,3738.07,14.4341,0.63373,-0.030572
not-recorded,2,75,3746.62,14.4945,0.63504,0.050539
not-recorded,2,75,3741.92,14.4394,0.62416,0.026314
not-recorded,2,75,3750.32,14.4593,0.63084,0.015287
not-recorded,2,75,3746.91,14.4861,0.63502,0.041132
not-recorded,2,75,3746.04,14.4542,0.64118,0.043276
not-recorded,2,75,3749.44,14.4684,0.63609,-0.000025
not-recorded,2,75,3749.96,14.4506,0.63241,-0.017075
not-recorded,2,75,3750.49,14.4886,0.62654,-0.031377
not-recorded,2,75,3754.34,14.4632,0.63151,-0.047475
not-recorded,2,75,3753.14,14.5460,0.63133,-0.050444
not-recorded,2,75,3751.82,14.5096,0.63688,-0.050836
not-recorded,2,75,3755.27,14.4763,0.63640,-0.026575
not-recorded,2,75,3758.80,14.4948,0.63216,0.020609
not-recorded,2,75,3762.76,14.6323,0.64114,0.048583
not-recorded,2,75,3764.29,14.5795,0.64112,0.041376
not-recorded,2,75,3761.61,14.6356,0.63952,0.048472
not-recorded,2,75,3763.60,14.6322,0.63910,0.033647
not-recorded,2,75,3764.58,14.6078,0.63378,0.015508
not-recorded,2,75,3764.72,14.5784,0.64227,0.005839
not-recorded,2,75,3768.59,14.5981,0.64075,-0.043203
not-recorded,2,75,3765.44,14.5124,0.63960,-0.022826
not-recorded,2,75,3771.88,14.6234,0.64059,-0.038613
not-recorded,2,75,3771.08,14.5994,0.64287,-0.038829
not-recorded,2,75,3774.09,14.6638,0.63818,-0.000532
not-recorded,2,75,3775.76,14.7002,0.64500,0.026768
not-recorded,2,75,3772.20,14.7383,0.63936,-0.003533
not-recorded,2,75,3774.28,14.6709,0.64556,0.028552
not-recorded,2,75,3776.85,14.6695,0.64489,0.050934
not-recorded,2,75,3777.89,14.7610,0.64516,0.047111
not-recorded,2,75,3778.51,14.6949,0.63927,0.037431
not-recorded,2,75,3781.44,14.7593,0.64262,0.001977
not-recorded,2,75,3784.04,14.7355,0.64200,-0.037045
not-recorded,2,75,3778.86,14.7102,0.64164,0.013296
not-recorded,2,75,3789.83,14.8057,0.64433,-0.024317
not-recorded,2,75,3785.09,14.7491,0.64885,-0.048019
not-recorded,2,75,3787.59,14.7656,0.64599,-0.031397
not-recorded,2,75,3785.73,14.7425,0.64532,-0.039057
not-recorded,2,75,3788.48,14.7743,0.64204,-0.003504
not-recorded,2,75,3788.36,14.7341,0.64460,0.003171
not-recorded,2,75,3791.33,14.7869,0.64783,0.043604
not-recorded,2,75,3790.11,14.7747,0.65359,0.038490
not-recorded,2,75,3795.65,14.8468,0.65059,0.035395
not-recorded,2,75,3795.07,14.8022,0.64202,0.031617
not-recorded,2,75,3799.45,14.8172,0.64813,-0.027269
not-recorded,2,75,3797.46,14.8313,0.65354,-0.011815
not-recorded,2,75,3796.71,14.7976,0.65069,-0.015333
not-recorded,2,75,3793.61,14.8225,0.65101,0.012609
not-recorded,2,75,3801.42,14.8992,0.65448,-0.048378
not-recorded,2,75,3798.00,14.7569,0.64778,-0.043607
not-recorded,2,75,3801.32,14.8383,0.64911,-0.040861
not-recorded,2,75,3807.00,14.9442,0.65205,0.027323
not-recorded,2,75,3803.90,14.9199,0.65080,0.002317
not-recorded,2,75,3799.99,14.8328,0.65184,-0.031417
not-recorded,2,75,3805.54,14.9666,0.65008,0.038722
not-recorded,2,75,3813.84,14.9696,0.65356,0.004249
not-recorded,2,75,3809.49,14.9170,0.65618,0.039781
not-recorded,2,75,3808.05,14.9207,0.64750,0.044597
not-recorded,2,75,3813.26,14.9750,0.65331,-0.017485
not-recorded,2,75,3813.44,15.0139,0.65556,-0.030630
not-recorded,2,75,3815.16,14.9591,0.65393,-0.047437
not-recorded,2,75,3813.16,14.9820,0.65107,-0.039619
not-recorded,2,75,3814.75,15.0176,0.65697,-0.050155
not-recorded,2,75,3813.49,14.9391,0.65632,-0.049187
not-recorded,2,75,3817.49,15.0127,0.66074,-0.025795
not-recorded,2,75,3823.29,15.0976,0.66143,0.042437
not-recorded,2,75,3820.80,14.9813,0.66130,0.029778
not-recorded,2,75,3823.22,15.0154,0.65745,0.048704
not-recorded,2,75,3821.49,15.0157,0.65436,0.045649
not-recorded,2,75,3822.39,14.9939,0.65671,0.050189
not-recorded,2,75,3825.36,15.0339,0.65920,0.028231
not-recorded,2,75,3826.51,15.1033,0.66167,0.007094
not-recorded,2,75,3828.79,15.0952,0.65663,-0.028160
not-recorded,2,75,3829.61,15.1338,0.65727,-0.041981
not-recorded,2,75,3831.53,15.1279,0.66634,-0.048337
not-recorded,2,75,3829.98,15.1126,0.65430,-0.047687
not-recorded,2,75,3829.41,15.1124,0.65654,-0.051842
not-recorded,2,75,3835.97,15.1762,0.66224,0.009224
not-recorded,2,75,3833.94,15.0713,0.65880,-0.006228
not-recorded,2,75,3834.31,15.1424,0.66675,0.009684
not-recorded,2,75,3831.82,15.1373,0.65900,-0.011399
not-recorded,2,75,3837.38,15.1845,0.66004,0.050024
not-recorded,2,75,3841.56,15.1559,0.66547,0.029928
not-recorded,2,75,3839.81,15.1875,0.66431,0.037034
not-recorded,2,75,3842.12,15.1669,0.66327,0.001600
not-recorded,2,75,3842.81,15.2348,0.66418,-0.012878
not-recorded,2,75,3842.73,15.2167,0.66333,-0.021039
not-recorded,2,75,3842.29,15.2594,0.66858,-0.026240
not-recorded,2,75,3848.94,15.2824,0.66194,-0.036127
not-recorded,2,75,3846.60,15.2752,0.66825,-0.044284
not-recorded,2,75,3849.84,15.2423,0.66407,-0.006690
not-recorded,2,75,3851.63,15.2703,0.67090,0.025152
not-recorded,2,75,3849.58,15.2123,0.67120,0.007109
not-recorded,2,75,3851.12,15.3019,0.66463,0.032216
not-recorded,2,75,3848.77,15.2715,0.66965,0.021228
not-recorded,2,75,3852.20,15.2540,0.66941,0.048123
not-recorded,2,75,3851.76,15.2067,0.67023,0.049089
not-recorded,2,75,3859.34,15.3704,0.67245,-0.018803
not-recorded,2,75,3857.65,15.2999,0.66853,-0.010519
not-recorded,2,75,3853.68,15.2412,0.66896,0.026733
not-recorded,2,75,3855.39,15.3217,0.67251,-0.002330
not-recorded,2,75,3858.73,15.3308,0.66589,-0.043719
not-recorded,2,75,3862.32,15.2886,0.67029,-0.040543
not-recorded,2,75,3856.95,15.3249,0.66888,-0.042822
not-recorded,2,75,3863.02,15.4129,0.66634,-0.021645
not-recorded,2,75,3860.38,15.3661,0.67301,-0.037964
not-recorded,2,75,3862.75,15.3790,0.67132,-0.004086
not-recorded,2,75,3867.59,15.4133,0.66847,0.046153
not-recorded,2,75,3867.31,15.3539,0.67191,0.050444
not-recorded,2,75,3868.98,15.4158,0.68195,0.047137
not-recorded,2,75,3870.76,15.4315,0.66924,0.025049
not-recorded,2,75,3871.06,15.4557,0.66991,0.011435
not-recorded,2,75,3872.28,15.3765,0.67044,-0.014086
not-recorded,2,75,3873.78,15.4606,0.67884,-0.038686
not-recorded,2,75,3875.37,15.4423,0.67303,-0.051652
not-recorded,2,75,3872.54,15.4443,0.67970,-0.041253
not-recorded,2,75,3874.06,15.4648,0.67345,-0.050498
not-recorded,2,75,3874.53,15.4894,0.67408,-0.046094
not-recorded,2,75,3881.45,15.5670,0.67592,0.028878
not-recorded,2,75,3878.55,15.5094,0.67862,0.004321
not-recorded,2,75,3878.69,15.4844,0.68112,0.015673
not-recorded,2,75,3877.03,15.5500,0.66894,0.006081
not-recorded,2,75,3880.64,15.5480,0.68079,0.048966
not-recorded,2,75,3883.90,15.5378,0.67889,0.041826
not-recorded,2,75,3882.84,15.5613,0.67855,0.042650
not-recorded,2,75,3882.34,15.6051,0.67321,0.039860
not-recorded,2,75,3885.25,15.5678,0.67702,0.000056
not-recorded,2,75,3881.76,15.4933,0.67594,0.032903
not-recorded,2,75,3889.45,15.5270,0.68728,-0.051702
not-recorded,2,75,3886.27,15.5934,0.67950,-0.036864
not-recorded,2,75,3893.62,15.6053,0.67939,-0.017084
not-recorded,2,75,3891.82,15.6214,0.68009,-0.028468
not-recorded,2,75,3891.37,15.5923,0.68044,-0.022553
not-recorded,2,75,3894.56,15.5943,0.67984,0.023627
not-recorded,2,75,3890.90,15.5571,0.68110,-0.008742
not-recorded,2,75,3895.35,15.5784,0.68025,0.046347
not-recorded,2,75,3893.84,15.6762,0.67982,0.039133
not-recorded,2,75,3896.28,15.5865,0.68740,0.049039
not-recorded,2,75,3897.36,15.6625,0.68733,0.042102
not-recorded,2,75,3893.91,15.6310,0.67528,0.051550
not-recorded,2,75,3897.44,15.5532,0.67825,0.024370
not-recorded,2,75,3904.92,15.6530,0.67809,-0.051528
not-recorded,2,75,3902.76,15.7123,0.68672,-0.045749
not-recorded,2,75,3900.85,15.6403,0.68633,-0.040245
not-recorded,2,75,3900.66,15.6875,0.67805,-0.042587
not-recorded,2,75,3906.37,15.7319,0.68694,-0.022565
not-recorded,2,75,3904.95,15.7273,0.68560,-0.029999
not-recorded,2,75,3909.79,15.7066,0.68371,0.035651
not-recorded,2,75,3905.90,15.6887,0.68625,0.002171
not-recorded,2,75,3906.69,15.7136,0.69028,0.020871
not-recorded,2,75,3906.30,15.7277,0.68583,0.025783
not-recorded,2,75,3905.84,15.6632,0.69411,0.027961
not-recorded,2,75,3907.63,15.7189,0.68704,0.050893
not-recorded,2,75,3907.38,15.7820,0.68734,0.050845
not-recorded,2,75,3910.16,15.7949,0.69068,0.037289
not-recorded,2,75,3909.78,15.7511,0.68685,0.035362
not-recorded,2,75,3915.76,15.8244,0.69331,-0.041059
not-recorded,2,75,3913.83,15.7996,0.68833,-0.029172
not-recorded,2,75,3914.90,15.7844,0.68720,-0.046499
not-recorded,2,75,3919.83,15.8138,0.68564,-0.028291
not-recorded,2,75,3917.07,15.8269,0.69515,-0.046500
not-recorded,2,75,3919.67,15.8858,0.69369,-0.011578
not-recorded,2,75,3919.29,15.7791,0.69081,-0.006933
not-recorded,2,75,3924.00,15.8511,0.69210,0.048873
not-recorded,2,75,3922.71,15.8507,0.68515,0.045558
not-recorded,2,75,3922.97,15.8136,0.69414,0.050079
not-recorded,2,75,3922.45,15.8693,0.68486,0.050122
not-recorded,2,75,3928.42,15.8744,0.69051,-0.000473
not-recorded,2,75,3924.51,15.8974,0.69213,0.033916
not-recorded,2,75,3925.49,15.8496,0.69682,0.015599
not-recorded,2,75,3927.39,15.9144,0.69532,-0.018693
not-recorded,2,75,3929.02,15.8881,0.69990,-0.040994
not-recorded,2,75,3931.86,15.9515,0.70189,-0.051645
not-recorded,2,75,3929.55,15.8996,0.70061,-0.050433
not-recorded,2,75,3926.62,15.8818,0.69306,-0.041255
not-recorded,2,75,3931.80,15.9463,0.69834,-0.034016
not-recorded,2,75,3931.23,15.9008,0.69646,-0.030590
not-recorded,2,75,3933.32,15.9963,0.69655,0.005040
not-recorded,2,75,3932.38,15.8918,0.69973,0.002975
not-recorded,2,75,3934.00,15.9842,0.69438,0.031588
not-recorded,2,75,3937.72,15.9975,0.69609,0.050329
not-recorded,2,75,3937.98,15.9363,0.69400,0.043025
not-recorded,2,75,3939.37,15.9211,0.70168,0.026913
not-recorded,2,75,3940.02,16.0688,0.70592,0.007330
not-recorded,2,75,3941.23,16.0638,0.70111,-0.015705
not-recorded,2,75,3940.11,15.9532,0.70478,-0.012153
not-recorded,2,75,3940.28,16.0156,0.69791,-0.023068
not-recorded,2,75,3943.96,16.0200,0.70042,-0.053747
not-recorded,2,75,3947.09,16.0534,0.70349,-0.026363
not-recorded,2,75,3942.92,16.0682,0.70087,-0.051413
not-recorded,2,75,3945.29,15.9992,0.69565,-0.028392
not-recorded,2,75,3947.31,16.0320,0.69766,0.005372
not-recorded,2,75,3943.11,16.0030,0.69785,-0.033922
not-recorded,2,75,3947.20,16.0289,0.69497,0.023890
not-recorded,2,75,3946.08,15.9832,0.70700,0.021338
not-recorded,2,75,3952.12,16.0475,0.70153,0.043985
not-recorded,2,75,3950.44,16.0662,0.70570,0.048556
not-recorded,2,75,3950.54,16.0381,0.70179,0.043598
not-recorded,2,75,3953.25,16.1442,0.70671,0.007688
not-recorded,2,75,3954.53,16.1540,0.70892,-0.020588
not-recorded,2,75,3950.99,16.0910,0.69953,0.012896
not-recorded,2,75,3953.60,16.0875,0.69997,-0.027796
not-recorded,2,75,3954.39,16.1210,0.70692,-0.041977
not-recorded,2,75,3956.37,16.1709,0.70127,-0.051453
not-recorded,2,75,3955.05,16.0871,0.70086,-0.050597
not-recorded,2,75,3960.99,16.1568,0.70397,0.006034
not-recorded,2,75,3956.14,16.0974,0.69922,-0.042206
not-recorded,2,75,3960.82,16.0830,0.71082,0.022889
not-recorded,2,75,3960.79,16.1712,0.70590,0.031503
not-recorded,2,75,3961.92,16.1977,0.70923,0.046726
not-recorded,2,75,3965.78,16.2180,0.71235,0.038248
not-recorded,2,75,3964.48,16.2009,0.70614,0.044586
not-recorded,2,75,3964.72,16.1654,0.70856,0.034687
not-recorded,2,75,3965.62,16.2327,0.70896,0.012730
not-recorded,2,75,3966.38,16.2131,0.70788,-0.004893
not-recorded,2,75,3968.48,16.2193,0.70455,-0.038733
not-recorded,2,75,3965.14,16.2296,0.70937,-0.010444
not-recorded,2,75,3965.56,16.1959,0.70499,-0.025902
not-recorded,2,75,3970.50,16.2267,0.70601,-0.047887
not-recorded,2,75,3970.88,16.2308,0.71666,-0.038626
not-recorded,2,75,3969.06,16.2245,0.70475,-0.047626
not-recorded,2,75,3970.02,16.2269,0.70651,-0.033273
not-recorded,2,75,3978.96,16.3083,0.71012,0.049348
not-recorded,2,75,3972.57,16.2769,0.70837,0.017673
not-recorded,2,75,3979.54,16.3532,0.71456,0.036235
not-recorded,2,75,3974.74,16.2373,0.70954,0.050103
not-recorded,2,75,3976.90,16.3468,0.71105,0.044028
not-recorded,2,75,3981.31,16.3478,0.71578,-0.011120
not-recorded,2,75,3976.96,16.2625,0.70609,0.033417
not-recorded,2,75,3978.63,16.3341,0.71248,-0.000124
not-recorded,2,75,3981.17,16.3659,0.70980,-0.035908
not-recorded,2,75,3979.98,16.3105,0.72000,-0.035954
not-recorded,2,75,3980.23,16.3165,0.71556,-0.043775
not-recorded,2,75,3982.91,16.3110,0.71149,-0.049669
not-recorded,2,75,3981.15,16.3912,0.71092,-0.052065
not-recorded,2,75,3987.30,16.4361,0.72054,0.011448
not-recorded,2,75,3979.87,16.3048,0.70703,-0.050832
not-recorded,2,75,3986.20,16.3973,0.71348,0.017921
not-recorded,2,75,3987.84,16.3819,0.71292,0.041131
not-recorded,2,75,3983.68,16.3340,0.71287,0.007970
not-recorded,2,75,3989.04,16.3766,0.72199,0.050736
not-recorded,2,75,3988.67,16.4104,0.71300,0.051090
not-recorded,2,75,3986.48,16.4216,0.71587,0.053210
not-recorded,2,75,3988.83,16.3615,0.71825,0.039174
not-recorded,2,75,3991.02,16.3448,0.71517,0.005531
not-recorded,2,75,3988.70,16.3459,0.71212,0.024807
not-recorded,2,75,3992.45,16.3776,0.72024,-0.030604
not-recorded,2,75,3995.49,16.4006,0.71411,-0.052991
not-recorded,2,75,3994.70,16.4831,0.72228,-0.050732
not-recorded,2,75,3996.21,16.3841,0.71406,-0.042545
not-recorded,2,75,3989.18,16.4099,0.72111,-0.031048
not-recorded,2,75,3993.60,16.3906,0.71981,-0.047612
not-recorded,2,75,3998.34,16.4708,0.71938,0.012255
not-recorded,2,75,3999.99,16.4705,0.72031,0.039320
not-recorded,2,75,3999.34,16.4994,0.72118,0.040166
not-recorded,2,75,4002.28,16.4738,0.72167,0.050441
not-recorded,2,75,3999.99,16.5249,0.72633,0.050216
not-recorded,2,75,4000.66,16.5120,0.71817,0.050930
not-recorded,2,75,4002.93,16.5165,0.72235,0.025829
not-recorded,2,75,4003.99,16.4806,0.71945,0.005041
not-recorded,2,75,4004.90,16.5387,0.72175,-0.019089
not-recorded,2,75,3999.25,16.4623,0.71570,0.036883
not-recorded,2,75,4005.55,16.4882,0.72282,-0.042104
not-recorded,2,75,4006.20,16.4804,0.72054,-0.051830
not-recorded,2,75,4006.99,16.5848,0.72115,-0.049820
not-recorded,2,75,4009.38,16.5992,0.72240,-0.029376
not-recorded,2,75,4004.25,16.4685,0.72340,-0.051630
not-recorded,2,75,4011.98,16.6148,0.72115,0.023908
not-recorded,2,75,4005.49,16.5012,0.72037,-0.044294
not-recorded,2,75,4007.47,16.5453,0.71748,-0.015718
not-recorded,2,75,4012.03,16.5860,0.72314,0.045238
not-recorded,2,75,4008.20,16.5217,0.72656,0.017519
not-recorded,2,75,4009.06,16.5316,0.72906,0.033802
not-recorded,2,75,4011.58,16.5569,0.71741,0.050796
not-recorded,2,75,4012.90,16.6086,0.72427,0.045733
not-recorded,2,75,4014.50,16.6171,0.72350,0.020100
not-recorded,2,75,4013.73,16.5783,0.72149,0.019960
not-recorded,2,75,4019.60,16.6547,0.72539,-0.052394
not-recorded,2,75,4016.15,16.6242,0.72173,-0.031598
not-recorded,2,75,4016.85,16.6534,0.72273,-0.044358
not-recorded,2,75,4019.48,16.5948,0.73051,-0.049734
not-recorded,2,75,4017.54,16.6196,0.72813,-0.052006
not-recorded,2,75,4022.34,16.6779,0.73614,-0.006507
not-recorded,2,75,4020.75,16.6767,0.73223,-0.017390
not-recorded,2,75,4023.78,16.7541,0.73508,0.034118
not-recorded,2,75,4022.74,16.6363,0.72904,0.028906
not-recorded,2,75,4022.48,16.6810,0.72585,0.034666
not-recorded,2,75,4023.17,16.6331,0.72794,0.047942
not-recorded,2,75,4022.92,16.7078,0.73035,0.049848
not-recorded,2,75,4022.51,16.7332,0.72770,0.052379
not-recorded,2,75,4025.13,16.6599,0.73449,0.038941
not-recorded,2,75,4025.03,16.7364,0.72472,0.032895
not-recorded,2,75,4026.79,16.6831,0.72450,0.003004
not-recorded,2,75,4027.80,16.7337,0.73310,-0.021348
not-recorded,2,75,4029.50,16.7724,0.73320,-0.045278
not-recorded,2,75,4030.07,16.7070,0.73882,-0.050688
not-recorded,2,75,4030.86,16.7681,0.73426,-0.048481
not-recorded,2,75,4029.83,16.7494,0.72925,-0.052698
not-recorded,2,75,4029.00,16.7207,0.72659,-0.052985
not-recorded,2,75,4036.25,16.8296,0.73730,0.031176
not-recorded,2,75,4030.82,16.7156,0.73233,-0.025978
not-recorded,2,75,4036.49,16.7998,0.73444,0.049132
not-recorded,2,75,4029.83,16.6613,0.73498,-0.019088
not-recorded,2,75,4033.99,16.7085,0.73885,0.041386
not-recorded,2,75,4034.00,16.7996,0.73490,0.045941
not-recorded,2,75,4036.72,16.7820,0.73187,0.048424
not-recorded,2,75,4034.29,16.7630,0.73850,0.053619
not-recorded,2,75,4037.92,16.7640,0.73537,0.022066
not-recorded,2,75,4041.28,16.7994,0.73631,-0.031030
not-recorded,2,75,4038.59,16.7415,0.73421,-0.009128
not-recorded,2,75,4039.80,16.8376,0.74064,-0.033287
not-recorded,2,75,4039.41,16.8301,0.73090,-0.037744
not-recorded,2,75,4040.91,16.7320,0.73390,-0.050046
not-recorded,2,75,4037.62,16.7783,0.73798,-0.034658
not-recorded,2,75,4046.03,16.8822,0.74124,-0.001221
not-recorded,2,75,4041.49,16.7732,0.73996,-0.044961
not-recorded,2,75,4049.06,16.8557,0.73854,0.048156
not-recorded,2,75,4047.44,16.8048,0.73841,0.042784
not-recorded,2,75,4045.60,16.9102,0.73762,0.034523
not-recorded,2,75,4045.15,16.8684,0.73065,0.035606
not-recorded,2,75,4047.83,16.8559,0.73963,0.052919
not-recorded,2,75,4047.83,16.8864,0.73826,0.051704
not-recorded,2,75,4048.98,16.9767,0.73555,0.034782
not-recorded,2,75,4048.32,16.8175,0.73442,0.036059
not-recorded,2,75,4048.17,16.8682,0.73405,0.024834
not-recorded,2,75,4051.04,16.8945,0.73924,-0.018765
not-recorded,2,75,4051.34,16.9007,0.74219,-0.031227
not-recorded,2,75,4053.50,16.9343,0.73880,-0.050969
not-recorded,2,75,4055.79,16.9234,0.74337,-0.039416
not-recorded,2,75,4059.54,16.9411,0.74436,0.014086
not-recorded,2,75,4053.98,16.9158,0.74422,-0.043035
not-recorded,2,75,4054.68,16.9518,0.73710,-0.028869
not-recorded,2,75,4053.91,16.9763,0.73542,-0.025150
not-recorded,2,75,4055.14,16.9367,0.74413,-0.004301
not-recorded,2,75,4058.53,16.9286,0.73957,0.045642
not-recorded,2,75,4057.52,16.9049,0.73961,0.041905
not-recorded,2,75,4056.63,16.8963,0.74403,0.043132
not-recorded,2,75,4058.60,17.0127,0.73753,0.051691
not-recorded,2,75,4059.09,16.9508,0.74061,0.048610
not-recorded,2,75,4062.12,16.9889,0.74518,0.006323
not-recorded,2,75,4063.75,16.9522,0.73718,-0.027123
not-recorded,2,75,4063.10,17.0294,0.74383,-0.026882
not-recorded,2,75,4058.80,16.9236,0.73933,0.020038
not-recorded,2,75,4059.54,16.9756,0.74127,-0.001914
not-recorded,2,75,4066.03,16.9786,0.74518,-0.050309
not-recorded,2,75,4062.05,17.0464,0.73884,-0.046312
not-recorded,2,75,4064.45,16.9895,0.74714,-0.049447
not-recorded,2,75,4062.22,17.0064,0.74358,-0.053869
not-recorded,2,75,4064.48,17.0188,0.74015,-0.039005
not-recorded,2,75,4064.91,17.0305,0.74095,-0.025548
not-recorded,2,75,4067.22,16.9929,0.74344,0.015922
not-recorded,2,75,4066.70,16.9755,0.74165,0.020312
not-recorded,2,75,4067.22,17.0200,0.74826,0.037453
not-recorded,2,75,4069.63,17.0695,0.75192,0.053462
not-recorded,2,75,4071.10,17.0986,0.74984,0.044837
not-recorded,2,75,4067.45,17.0408,0.74270,0.049786
not-recorded,2,75,4070.61,17.0714,0.73727,0.033733
not-recorded,2,75,4073.56,17.0413,0.74662,-0.013544
not-recorded,2,75,4067.69,17.0777,0.73705,0.044411
not-recorded,2,75,4071.51,17.0627,0.75074,-0.007074
not-recorded,2,75,4073.59,17.0788,0.75441,-0.041418
not-recorded,2,75,4072.67,17.1018,0.75130,-0.039602
not-recorded,2,75,4073.20,17.0995,0.74717,-0.050401
not-recorded,2,75,4077.49,17.1404,0.74693,-0.029212
not-recorded,2,75,4074.68,17.1727,0.74206,-0.045667
not-recorded,2,75,4073.50,17.1231,0.74644,-0.049256
not-recorded,2,75,4079.69,17.1655,0.75414,0.030652
not-recorded,2,75,4080.36,17.0980,0.74897,0.043490
not-recorded,2,75,4077.41,17.1016,0.74524,0.023737
not-recorded,2,75,4082.65,17.1439,0.75443,0.048615
not-recorded,2,75,4081.08,17.1732,0.75018,0.052197
not-recorded,2,75,4081.61,17.1825,0.74839,0.045767
not-recorded,2,75,4086.45,17.1797,0.75032,-0.024681
not-recorded,2,75,4081.20,17.1579,0.75191,0.035633
not-recorded,2,75,4079.63,17.2074,0.75370,0.042508
not-recorded,2,75,4080.64,17.1325,0.75189,0.022345
not-recorded,2,75,4082.24,17.1863,0.75071,-0.009610
not-recorded,2,75,4082.86,17.1638,0.75239,-0.027342
not-recorded,2,75,4080.80,17.1932,0.75456,-0.012055
not-recorded,2,75,4087.89,17.2329,0.75325,-0.041362
not-recorded,2,75,4087.60,17.2015,0.75105,-0.035044
not-recorded,2,75,4082.09,17.1885,0.74200,-0.052164
not-recorded,2,75,4086.09,17.1966,0.74497,-0.031938
not-recorded,2,75,4087.01,17.2305,0.75275,-0.011654
not-recorded,2,75,4088.39,17.2339,0.75515,0.017448
not-recorded,2,75,4089.18,17.1894,0.74920,0.034872
not-recorded,2,75,4094.61,17.2498,0.75556,0.036744
not-recorded,2,75,4091.20,17.2959,0.75860,0.053562
not-recorded,2,75,4093.69,17.2994,0.75274,0.030576
not-recorded,2,75,4088.06,17.2474,0.75519,0.050920
not-recorded,2,75,4091.53,17.2123,0.75090,0.036924
not-recorded,2,75,4093.39,17.2916,0.74710,0.003350
not-recorded,2,75,4094.85,17.2764,0.75314,-0.024799
not-recorded,2,75,4094.72,17.2941,0.75188,-0.033307
not-recorded,2,75,4092.39,17.2690,0.75091,-0.015799
not-recorded,2,75,4096.57,17.2967,0.75725,-0.054038
not-recorded,2,75,4098.14,17.3033,0.75763,-0.041845
not-recorded,2,75,4098.60,17.2909,0.76028,-0.031143
not-recorded,2,75,4095.29,17.2520,0.75791,-0.050986
not-recorded,2,75,4101.93,17.3605,0.75328,0.031542
not-recorded,2,75,4099.08,17.3302,0.75572,0.010249
